==============================================
  Session: Session 01
  Started: 2026-05-11 14:54:14
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        91.7     653.2    53.3     1.02     0.213        0.832
00:02:01   DATA               Normal      Low        0.000    85.9     693.8    64.9     0.98     0.222        0.836
00:02:02   DATA               Normal      Low        0.000    86.5     681.4    59.7     0.79     0.315        0.830
00:02:03   DATA               Normal      Low        0.000    86.8     690.0    58.3     0.52     0.104        0.820
00:02:04   DATA               Normal      Low        0.000    87.7     673.1    60.5     0.30     0.343        0.812
00:02:05   DATA               Normal      Low        0.000    88.6     679.3    62.1     0.47     0.105        0.808
00:02:06   DATA               Normal      Low        0.000    88.9     672.3    63.0     0.08     0.319        0.803
00:02:07   DATA               Normal      Low        0.000    88.5     676.0    63.5     0.35     0.317        0.805
00:02:08   DATA               Normal      Low        0.000    88.2     667.5    61.1     0.85     0.214        0.811
00:02:09   DATA               Normal      Low        0.012    88.7     673.6    51.6     0.37     0.212        0.816
00:02:10   DATA               Normal      Low        0.078    89.5     667.0    44.3     0.24     0.107        0.827
00:02:11   DATA               Normal      Low        0.169    90.1     671.9    41.0     0.09     0.106        0.838
00:02:12   LEVEL Low>Medium   Normal      Medium     0.307    90.2     662.7    34.4     1.14     0.216        0.853
00:02:12   DATA               Normal      Medium     0.307    90.2     662.7    34.4     1.14     0.216        0.853
00:02:13   DATA               Normal      Medium     0.461    90.3     661.7    32.3     0.49     0.216        0.865
00:02:14   LEVEL Medium>High  Normal      High       0.588    90.5     671.6    34.3     3.92     0.319        0.872
00:02:14   DATA               Normal      High       0.588    90.5     671.6    34.3     3.92     0.319        0.872
00:02:15   DATA               Normal      High       0.660    90.5     678.3    34.6     0.63     0.211        0.871
00:02:16   DATA               Normal      High       0.744    89.8     687.6    29.5     2.44     0.448        0.862
00:02:17   DATA               Normal      High       0.761    88.4     694.0    32.1     3.40     0.111        0.850
00:02:18   DATA               Normal      High       0.773    86.1     700.0    30.7     2.52     0.110        0.836
00:02:19   DATA               Normal      High       0.795    83.7     699.3    31.2     1.44     0.119        0.829
00:02:20   DATA               Normal      High       0.783    82.1     705.1    36.3     0.67     0.218        0.821
00:02:20   PLAYER DIED        Normal                                                                           
00:02:21   DATA               Normal      High       0.722    81.9     702.6    37.8     2.28     0.237        0.816
00:02:22   DATA               Normal      High       0.585    82.8     709.2    50.8     1.22     0.353        0.808
00:02:23   LEVEL High>Medium  Normal      Medium     0.419    84.5     697.8    56.4     0.45     0.119        0.797
00:02:23   DATA               Normal      Medium     0.419    84.5     697.8    56.4     0.45     0.119        0.797
00:02:24   DATA               Normal      Medium     0.257    86.3     698.2    54.2     0.35     0.239        0.784
00:02:25   LEVEL Medium>Low   Normal      Low        0.132    87.4     681.9    54.4     0.26     0.226        0.775
00:02:25   DATA               Normal      Low        0.132    87.4     681.9    54.4     0.26     0.226        0.775
00:02:26   DATA               Normal      Low        0.018    87.7     661.9    58.3     0.10     0.126        0.769
00:02:27   DATA               Normal      Low        0.000    87.7     663.2    62.1     0.10     0.232        0.765
