==============================================
  Session: Session 01
  Started: 2026-04-28 10:00:30
==============================================

Time       Event              Arousal    Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI   
----------------------------------------------------------------------------------------------------
00:00:00   BASELINE START    
00:02:01   BASELINE END       –          –        74.8     803.1    32.3     1.60     0.113        0.856 
00:02:02   DATA               Medium     0.166    73.2     799.4    36.7     2.39     0.104        0.857 
00:02:03   LEVEL Medium>Low   Low        0.135    72.4     801.9    32.3     0.77     0.208        0.867 
00:02:03   DATA               Low        0.135    72.4     801.9    32.3     0.77     0.208        0.867 
00:02:04   LEVEL Low>Medium   Medium     0.204    72.5     803.9    25.5     1.58     0.113        0.864 
00:02:04   DATA               Medium     0.204    72.5     803.9    25.5     1.58     0.113        0.864 
00:02:05   DATA               Medium     0.204    73.4     796.4    36.4     3.39     0.209        0.850 
00:02:06   DATA               Medium     0.229    75.0     791.0    27.1     2.46     0.105        0.848 
00:02:07   DATA               Medium     0.209    76.6     778.2    28.7     1.95     0.143        0.850 
00:02:08   DATA               Medium     0.197    77.8     769.2    38.4     3.06     0.108        0.849 
00:02:09   DATA               Medium     0.184    78.6     760.5    28.7     0.93     0.132        0.817 
00:02:10   DATA               Medium     0.252    79.4     750.3    29.7     2.81     0.167        0.813 
00:02:11   DATA               Medium     0.252    79.4     750.3    29.7     2.81     0.167        0.813 
00:02:11   LEVEL Medium>Low   Low        0.045    79.8     776.3    66.6     0.93     0.234        0.807 
00:02:12   DATA               Low        0.045    79.8     776.3    66.6     0.93     0.234        0.807 
00:02:13   DATA               Low        0.019    78.9     785.7    83.1     0.36     0.212        0.784 
00:02:14   DATA               Low        0.014    76.5     788.0    73.3     0.27     0.212        0.784 
00:02:15   DATA               Low        0.015    74.1     790.5    75.1     0.33     0.230        0.779 
00:02:16   DATA               Low        0.021    73.1     779.7    73.7     0.32     0.321        0.751 
00:02:17   DATA               Low        0.027    73.5     779.9    74.5     0.47     0.321        0.760 
00:02:18   DATA               Low        0.023    75.1     788.1    62.8     0.52     0.231        0.768 
00:02:19   DATA               Low        0.081    77.5     784.3    61.5     2.06     0.106        0.791 
00:02:20   DATA               Low        0.094    79.4     774.1    54.1     2.25     0.162        0.754 
00:02:21   DATA               Low        0.094    79.7     774.3    54.2     2.25     0.161        0.709 
00:02:22   DATA               Low        0.068    77.9     817.5    53.5     1.90     0.111        0.647 
00:02:23   DATA               Low        0.061    74.0     766.0    51.1     1.20     0.218        0.646 
00:02:24   DATA               Low        0.116    70.1     832.5    48.2     2.89     0.328        0.686 
00:02:25   DATA               Low        0.069    67.3     850.5    48.0     1.55     0.214        0.764 
00:02:26   DATA               Low        0.116    66.5     853.6    44.4     2.26     0.213        0.781 
00:02:27   DATA               Low        0.115    67.1     847.2    40.3     1.56     0.107        0.761 
00:02:27   LEVEL Low>Medium   Medium     0.248    69.4     830.0    28.9     3.38     0.110        0.705 
00:02:28   DATA               Medium     0.248    69.4     830.0    28.9     3.38     0.110        0.705 
00:02:29   DATA               Medium     0.297    72.3     818.5    30.5     4.99     0.222        0.728 
00:02:30   DATA               Medium     0.244    74.8     810.6    33.1     3.96     0.224        0.762 
