==============================================
  Session: Session 01
  Started: 2026-05-08 12:44:00
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        90.4     661.8    61.8     1.61     0.200        0.702
00:02:01   DATA               Normal      Medium     0.352    98.6     640.5    52.2     1.24     0.335        0.717
00:02:02   DATA               Normal      Medium     0.352    98.6     640.5    52.2     1.24     0.335        0.717
00:02:03   DATA               Normal      Medium     0.461    94.1     653.1    45.6     1.10     0.354        0.707
00:02:05   DATA               Normal      Medium     0.499    88.4     660.6    47.2     3.49     0.108        0.704
00:02:06   LEVEL Medium>High  Normal      High       0.575    87.0     664.1    40.7     1.97     0.348        0.707
00:02:06   DATA               Normal      High       0.575    87.0     664.1    40.7     1.97     0.348        0.707
00:02:07   DATA               Normal      High       0.687    87.0     661.5    41.2     0.58     0.216        0.724
00:02:08   DATA               Normal      High       0.694    88.2     651.7    51.4     1.27     0.000        0.743
00:02:09   DATA               Normal      High       0.726    90.7     639.5    41.7     1.41     0.313        0.754
00:02:10   DATA               Normal      High       0.803    94.1     644.8    33.9     1.04     0.239        0.763
00:02:11   DATA               Normal      High       0.827    96.8     639.4    34.6     0.73     0.112        0.774
00:02:12   DATA               Normal      High       0.854    98.4     645.5    33.9     2.36     0.111        0.770
00:02:13   DATA               Normal      High       0.911    98.3     642.8    44.6     2.47     0.111        0.769
00:02:14   DATA               Normal      High       0.943    96.3     646.3    32.9     1.33     0.119        0.773
00:02:15   DATA               Normal      High       0.923    92.6     644.2    40.3     3.00     0.111        0.771
00:02:16   DATA               Normal      High       0.815    89.3     656.6    50.8     1.96     0.117        0.770
00:02:17   DATA               Normal      High       0.695    88.5     656.7    52.3     1.59     0.234        0.772
00:02:18   DATA               Normal      High       0.552    89.5     644.4    64.4     1.76     0.207        0.776
00:02:19   LEVEL High>Medium  Normal      Medium     0.423    91.7     649.5    53.2     0.66     0.330        0.784
00:02:19   DATA               Normal      Medium     0.423    91.7     649.5    53.2     0.66     0.330        0.784
00:02:20   DATA               Normal      Medium     0.337    93.4     650.7    50.6     0.64     0.205        0.794
00:02:21   DATA               Normal      Medium     0.339    94.8     640.8    50.6     0.30     0.223        0.809
00:02:22   DATA               Normal      Medium     0.280    95.5     641.7    59.3     0.75     0.104        0.820
00:02:23   DATA               Normal      Medium     0.288    95.0     645.5    60.9     0.62     0.111        0.824
00:02:24   DATA               Normal      Medium     0.301    93.7     644.7    51.6     0.62     0.333        0.822
00:02:25   DATA               Normal      Medium     0.284    92.0     634.8    52.7     1.01     0.338        0.826
00:02:26   LEVEL Medium>Low   Normal      Low        0.198    90.5     649.7    60.9     0.60     0.330        0.820
00:02:26   DATA               Normal      Low        0.198    90.5     649.7    60.9     0.60     0.330        0.820
00:02:27   DATA               Normal      Low        0.177    90.1     644.8    64.1     2.07     0.310        0.815
00:02:28   DATA               Normal      Low        0.169    90.7     648.9    67.1     3.84     0.110        0.818
00:02:29   DATA               Normal      Low        0.084    92.2     644.9    66.4     3.27     0.111        0.821
00:02:30   DATA               Normal      Low        0.014    93.9     634.8    61.0     2.83     0.225        0.821
