==============================================
  Session: Session 01
  Started: 2026-05-07 14:43:53
==============================================

Time       Event              Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
00:02:33   LEVEL Low>Medium   Medium     0.317    68.0     828.7    41.5     3.78     0.241        0.714
00:02:33   DATA               Medium     0.317    68.0     828.7    41.5     3.78     0.241        0.714
00:02:34   DATA               Medium     0.429    68.4     804.1    38.4     0.99     0.226        0.701
00:02:35   LEVEL Medium>High  High       0.592    70.0     791.3    19.0     0.80     0.253        0.675
00:02:35   DATA               High       0.592    70.0     791.3    19.0     0.80     0.253        0.675
00:02:36   DATA               High       0.588    73.6     790.6    63.2     1.00     0.127        0.647
00:02:37   DATA               High       0.664    78.1     817.4    39.9     0.98     0.272        0.612
00:02:38   DATA               High       0.664    78.1     817.4    39.9     0.98     0.272        0.612
00:02:39   DATA               High       0.664    78.1     817.4    39.9     0.98     0.272        0.612
00:02:40   DATA               High       0.664    78.1     817.4    39.9     0.98     0.272        0.612
00:02:41   DATA               High       0.664    78.1     817.4    39.9     0.98     0.272        0.612
00:02:42   DATA               High       0.664    78.1     817.4    39.9     0.98     0.272        0.612
00:02:43   DATA               High       0.664    78.1     817.4    39.9     0.98     0.272        0.612
00:02:44   DATA               High       0.530    64.2     901.1    65.5     0.89     0.247        0.621
00:02:45   LEVEL High>Medium  Medium     0.466    65.1     862.6    49.7     0.99     0.116        0.647
00:02:45   DATA               Medium     0.466    65.1     862.6    49.7     0.99     0.116        0.647
00:02:46   DATA               Medium     0.334    66.7     853.8    54.4     1.02     0.117        0.682
00:02:47   DATA               Medium     0.398    69.8     845.3    51.8     1.08     0.118        0.706
00:02:48   DATA               Medium     0.342    73.8     834.0    49.8     0.54     0.120        0.711
00:02:49   DATA               Medium     0.442    75.5     803.5    47.7     1.47     0.125        0.716
00:02:50   DATA               Medium     0.442    75.7     791.4    49.7     0.73     0.115        0.746
00:02:51   DATA               Medium     0.461    74.6     781.5    50.9     1.30     0.128        0.764
00:02:52   DATA               Medium     0.440    73.8     776.1    55.6     0.81     0.107        0.780
00:02:53   DATA               Medium     0.451    74.5     785.2    47.8     0.59     0.212        0.794
00:02:54   DATA               Medium     0.481    76.3     790.5    42.4     0.48     0.230        0.808
00:02:55   BOSS ROOM ENTER                                                                         
00:02:55   BOSS DATA          Medium     0.470    77.5     768.4    51.6     0.28     0.109        0.811
00:02:56   BOSS DATA          Medium     0.398    77.8     758.1    63.7     0.59     0.110        0.808
00:02:57   BOSS DATA          Medium     0.413    77.9     729.2    53.0     2.08     0.114        0.802
00:02:58   BOSS DATA          Medium     0.381    79.0     732.8    53.6     1.96     0.114        0.794
00:02:59   LEVEL Medium>Low   Low        0.246    81.8     758.8    82.0     1.69     0.110        0.765
00:02:59   BOSS DATA          Low        0.246    81.8     758.8    82.0     1.69     0.110        0.765
00:03:00   BOSS DATA          Low        0.163    84.3     762.0    88.6     1.65     0.109        0.737
00:03:01   BOSS DATA          Low        0.148    85.6     782.6    98.3     0.63     0.116        0.695
00:03:02   BOSS DATA          Low        0.072    87.5     768.6    94.2     1.19     0.118        0.647
00:03:03   BOSS DATA          Low        0.072    87.5     768.6    94.2     1.19     0.118        0.647
00:03:04   BOSS DATA          Low        0.072    87.5     768.6    94.2     1.19     0.118        0.647
00:03:05   BOSS DATA          Low        0.072    87.5     768.6    94.2     1.19     0.118        0.647
00:03:06   BOSS DATA          Low        0.072    87.5     768.6    94.2     1.19     0.118        0.647
00:03:07   BOSS DATA          Low        0.159    71.7     803.5    38.0     1.43     0.249        0.619
00:03:08   BOSS DATA          Low        0.159    71.7     803.5    38.0     1.43     0.249        0.619
00:03:09   LEVEL Low>Medium   Medium     0.359    74.2     781.4    28.5     1.37     0.116        0.667
00:03:09   BOSS DATA          Medium     0.359    74.2     781.4    28.5     1.37     0.116        0.667
00:03:10   LEVEL Medium>High  High       0.639    78.1     785.8    27.8     1.60     0.106        0.752
00:03:10   BOSS DATA          High       0.639    78.1     785.8    27.8     1.60     0.106        0.752
00:03:11   BOSS DATA          High       0.639    78.1     785.8    27.8     1.60     0.106        0.752
00:03:11   BOSS ROOM EXIT                                                                          
00:03:12   DATA               High       0.834    79.2     793.7    31.6     1.50     0.229        0.774
00:03:13   DATA               High       0.768    78.8     796.3    49.8     2.28     0.228        0.795
00:03:14   DATA               High       0.654    76.7     796.1    51.2     1.78     0.105        0.801
00:03:15   DATA               High       0.671    73.6     796.0    49.1     1.69     0.105        0.807
00:03:16   DATA               High       0.548    71.6     805.5    52.8     1.14     0.226        0.803
00:03:17   LEVEL High>Medium  Medium     0.408    71.3     794.9    56.7     1.90     0.210        0.802
00:03:17   DATA               Medium     0.408    71.3     794.9    56.7     1.90     0.210        0.802
00:03:18   DATA               Medium     0.373    72.5     797.1    55.9     1.71     0.114        0.801
00:03:19   DATA               Medium     0.365    74.7     796.6    52.7     3.48     0.228        0.800
00:03:20   DATA               Medium     0.376    77.1     783.7    47.0     9.40     0.426        0.797
00:03:21   DATA               Medium     0.448    78.6     774.8    40.1     3.21     0.108        0.803
00:03:22   LEVEL Medium>High  High       0.512    79.2     755.5    45.2     0.04     0.204        0.812
00:03:22   DATA               High       0.512    79.2     755.5    45.2     0.04     0.204        0.812
00:03:23   DATA               High       0.596    79.3     756.0    40.8     2.48     0.221        0.825
00:03:24   DATA               High       0.618    79.2     764.0    48.7     0.66     0.218        0.834
00:03:25   DATA               High       0.636    79.3     766.8    43.8     0.10     0.217        0.843
00:03:26   DATA               High       0.533    79.4     776.3    58.5     0.73     0.117        0.843
00:03:27   DATA               High       0.517    78.5     779.9    48.2     1.06     0.107        0.842
00:03:28   LEVEL High>Medium  Medium     0.494    76.6     780.3    44.9     0.79     0.214        0.837
00:03:28   DATA               Medium     0.494    76.6     780.3    44.9     0.79     0.214        0.837
00:03:29   DATA               Medium     0.408    74.6     762.0    64.1     0.72     0.219        0.828
00:03:30   DATA               Medium     0.295    74.2     766.1    64.0     1.90     0.327        0.822
00:03:31   DATA               Medium     0.270    75.1     769.2    62.9     1.06     0.325        0.815
00:03:32   LEVEL Medium>Low   Low        0.200    77.9     768.9    60.8     0.84     0.217        0.809
00:03:32   DATA               Low        0.200    77.9     768.9    60.8     0.84     0.217        0.809
00:03:33   DATA               Low        0.139    80.4     766.2    55.8     2.24     0.218        0.806
00:03:34   LEVEL Low>Medium   Medium     0.279    81.1     740.3    53.7     0.56     0.208        0.817
00:03:34   DATA               Medium     0.279    81.1     740.3    53.7     0.56     0.208        0.817
00:03:35   DATA               Medium     0.319    79.7     737.0    55.7     0.34     0.113        0.824
00:03:36   DATA               Medium     0.377    78.9     724.1    50.5     1.22     0.106        0.829
00:03:37   DATA               Medium     0.390    79.8     737.7    53.4     0.93     0.104        0.834
00:03:38   DATA               Medium     0.378    81.7     746.9    51.6     0.50     0.112        0.837
00:03:39   DATA               Medium     0.380    82.6     738.5    53.3     1.48     0.208        0.840
00:03:40   DATA               Medium     0.381    82.3     737.6    55.5     0.52     0.209        0.842
00:03:41   DATA               Medium     0.375    81.3     711.0    51.6     3.79     0.352        0.846
00:03:42   DATA               Medium     0.323    80.5     727.4    62.6     0.09     0.115        0.847
00:03:43   DATA               Medium     0.271    80.7     734.6    60.9     0.58     0.371        0.850
00:03:44   LEVEL Medium>Low   Low        0.212    81.7     728.3    63.9     0.72     0.250        0.849
00:03:44   DATA               Low        0.212    81.7     728.3    63.9     0.72     0.250        0.849
00:03:45   DATA               Low        0.151    82.5     742.5    71.8     1.30     0.225        0.839
00:03:46   DATA               Low        0.067    82.5     749.6    83.6     2.89     0.243        0.828
00:03:47   DATA               Low        0.046    81.7     756.2    73.8     4.88     0.241        0.815
00:03:48   DATA               Low        0.014    80.2     748.0    79.5     3.12     0.223        0.795
00:03:49   DATA               Low        0.000    78.3     766.1    81.9     1.41     0.218        0.772
00:03:50   DATA               Low        0.011    76.8     752.2    64.5     0.95     0.133        0.754
00:03:51   DATA               Low        0.011    76.1     747.8    66.5     2.27     0.268        0.736
00:03:52   DATA               Low        0.011    76.2     742.2    72.2     0.40     0.135        0.711
00:03:53   DATA               Low        0.011    77.6     736.1    84.9     0.79     0.124        0.696
00:03:54   DATA               Low        0.011    80.2     728.9    76.8     0.65     0.137        0.690
00:03:55   DATA               Low        0.000    83.1     744.0    88.7     0.71     0.149        0.676
00:03:56   DATA               Low        0.000    84.8     738.2    91.2     1.82     0.136        0.663
00:03:57   DATA               Low        0.000    84.6     749.1    94.8     0.96     0.148        0.648
00:03:58   DATA               Low        0.000    77.0     757.9    98.2     1.23     0.147        0.611
00:03:59   DATA               Low        0.000    77.0     757.9    98.2     1.23     0.147        0.611
00:04:00   DATA               Low        0.000    77.0     757.9    98.2     1.23     0.147        0.611
00:04:01   DATA               Low        0.000    77.0     757.9    98.2     1.23     0.147        0.611
00:04:02   DATA               Low        0.000    77.0     757.9    98.2     1.23     0.147        0.611
00:04:03   DATA               Low        0.000    77.0     757.9    98.2     1.23     0.147        0.611
00:04:04   DATA               Low        0.000    77.0     757.9    98.2     1.23     0.147        0.611
00:04:05   DATA               Low        0.000    77.0     757.9    98.2     1.23     0.147        0.611
00:04:06   DATA               Low        0.000    77.0     757.9    98.2     1.23     0.147        0.611
00:04:07   DATA               Low        0.000    77.0     757.9    98.2     1.23     0.147        0.611
00:04:08   DATA               Low        0.000    77.0     757.9    98.2     1.23     0.147        0.611
00:04:09   DATA               Low        0.000    77.0     757.9    98.2     1.23     0.147        0.611
00:04:10   DATA               Low        0.000    77.0     757.9    98.2     1.23     0.147        0.611
00:04:11   DATA               Low        0.000    77.0     757.9    98.2     1.23     0.147        0.611
00:04:12   DATA               Low        0.000    74.9     836.7    76.6     5.51     0.326        0.608
00:04:13   DATA               Low        0.048    75.7     793.7    57.8     1.04     0.126        0.632
00:04:14   DATA               Low        0.048    75.6     772.9    85.7     0.92     0.129        0.639
00:04:15   DATA               Low        0.050    76.1     764.8    66.2     0.46     0.262        0.640
00:04:16   DATA               Low        0.075    80.1     759.5    62.0     0.61     0.263        0.636
00:04:17   DATA               Low        0.157    82.8     767.1    51.9     0.57     0.356        0.636
00:04:18   DATA               Low        0.133    83.7     778.9    62.1     0.88     0.257        0.628
00:04:20   DATA               Low        0.133    82.2     787.1    66.9     3.90     0.254        0.612
00:04:21   DATA               Low        0.133    82.2     787.1    66.9     3.90     0.254        0.612
00:04:22   DATA               Low        0.133    82.2     787.1    66.9     3.90     0.254        0.612
00:04:23   DATA               Low        0.133    82.2     787.1    66.9     3.90     0.254        0.612
00:04:24   DATA               Low        0.131    69.0     835.8    67.9     1.43     0.326        0.622
00:04:25   DATA               Low        0.106    67.3     841.6    67.6     0.98     0.324        0.664
00:04:26   DATA               Low        0.025    67.5     850.7    68.3     0.97     0.321        0.712
00:04:27   DATA               Low        0.055    69.0     852.7    56.6     0.88     0.235        0.751
00:04:28   DATA               Low        0.134    71.3     843.3    52.4     1.14     0.108        0.779
00:04:29   LEVEL Low>Medium   Medium     0.257    72.8     847.8    44.4     0.63     0.215        0.798
00:04:29   DATA               Medium     0.257    72.8     847.8    44.4     0.63     0.215        0.798
00:04:30   DATA               Medium     0.349    73.3     839.0    50.0     11.56    0.217        0.816
00:04:31   LEVEL Medium>High  High       0.549    72.9     834.1    30.6     0.85     0.109        0.831
00:04:31   DATA               High       0.549    72.9     834.1    30.6     0.85     0.109        0.831
00:04:32   DATA               High       0.694    71.9     817.2    29.8     1.06     0.223        0.843
00:04:33   DATA               High       0.816    70.7     833.3    29.6     1.17     0.218        0.851
00:04:34   DATA               High       0.892    69.8     836.0    28.0     1.12     0.218        0.863
00:04:35   DATA               High       0.995    69.9     839.0    31.6     0.85     0.108        0.867
00:04:36   DATA               High       0.936    71.1     846.1    41.4     1.12     0.118        0.867
00:04:37   DATA               High       0.836    72.2     839.0    48.4     0.84     0.108        0.863
00:04:38   DATA               High       0.820    72.5     835.0    33.6     0.50     0.120        0.863
00:04:39   DATA               High       0.646    71.7     847.8    61.8     0.68     0.322        0.861
00:04:40   LEVEL High>Medium  Medium     0.471    70.5     850.6    62.8     0.80     0.107        0.856
00:04:40   DATA               Medium     0.471    70.5     850.6    62.8     0.80     0.107        0.856
00:04:41   DATA               Medium     0.345    69.6     853.4    64.0     0.17     0.107        0.854
00:04:42   DATA               Medium     0.251    69.2     870.0    65.2     0.04     0.345        0.857
00:04:43   LEVEL Medium>Low   Low        0.070    68.9     877.2    66.0     0.08     0.342        0.859
00:04:43   DATA               Low        0.070    68.9     877.2    66.0     0.08     0.342        0.859
00:04:44   DATA               Low        0.044    68.5     877.9    81.3     2.37     0.311        0.860
00:04:45   DATA               Low        0.024    67.7     879.2    68.2     3.93     0.310        0.864
00:04:46   DATA               Low        0.095    67.0     872.3    51.2     4.41     0.115        0.857
00:04:47   DATA               Low        0.174    66.6     844.9    51.1     4.00     0.215        0.839
00:04:48   DATA               Low        0.237    67.1     857.1    54.8     0.90     0.106        0.820
00:04:49   DATA               Low        0.237    68.8     845.3    70.6     1.02     0.215        0.802
00:04:50   DATA               Low        0.237    72.3     850.0    72.6     0.93     0.214        0.779
00:04:51   DATA               Low        0.152    74.3     839.9    78.1     0.29     0.217        0.768
00:04:52   DATA               Low        0.065    74.5     833.2    77.6     0.23     0.240        0.772
00:04:53   DATA               Low        0.000    73.1     828.2    70.5     0.53     0.329        0.779
00:04:54   DATA               Low        0.000    71.4     832.7    82.0     0.43     0.328        0.785
00:04:55   DATA               Low        0.000    70.3     838.5    76.9     0.86     0.108        0.803
00:04:56   DATA               Low        0.000    69.7     827.5    76.1     2.13     0.242        0.814
00:04:57   DATA               Low        0.000    69.5     818.8    67.9     3.03     0.333        0.813
00:04:58   DATA               Low        0.008    70.0     821.5    65.1     0.75     0.332        0.807
00:04:59   DATA               Low        0.030    71.7     797.5    62.5     1.77     0.342        0.805
00:05:00   DATA               Low        0.085    74.8     809.1    56.7     1.99     0.103        0.786
00:05:01   DATA               Low        0.085    77.6     808.1    85.4     0.62     0.103        0.774
00:05:02   DATA               Low        0.085    78.3     802.8    73.1     1.33     0.113        0.775
00:05:03   DATA               Low        0.077    76.9     800.0    71.0     0.99     0.114        0.780
00:05:04   DATA               Low        0.055    73.9     794.1    79.5     1.34     0.210        0.780
00:05:05   DATA               Low        0.000    72.2     796.2    68.1     0.25     0.209        0.792
00:05:06   DATA               Low        0.041    71.8     814.7    59.2     0.49     0.335        0.807
00:05:07   DATA               Low        0.079    72.6     817.7    59.6     0.53     0.334        0.816
00:05:08   DATA               Low        0.089    73.9     808.1    64.7     1.39     0.310        0.825
00:05:09   DATA               Low        0.211    74.7     806.2    44.6     0.17     0.226        0.838
00:05:10   LEVEL Low>Medium   Medium     0.306    75.1     817.4    49.5     0.34     0.223        0.842
00:05:10   DATA               Medium     0.306    75.1     817.4    49.5     0.34     0.223        0.842
00:05:11   DATA               Medium     0.357    75.2     792.5    50.1     0.10     0.252        0.826
00:05:12   DATA               Medium     0.391    74.7     800.3    53.6     1.06     0.278        0.802
00:05:13   DATA               Medium     0.356    73.2     790.2    60.6     1.04     0.141        0.738
00:05:14   DATA               Medium     0.261    66.3     774.4    73.8     0.26     0.162        0.693
00:05:15   LEVEL Medium>Low   Low        0.169    82.0     755.5    72.1     1.17     0.132        0.655
00:05:15   DATA               Low        0.169    82.0     755.5    72.1     1.17     0.132        0.655
00:05:16   DATA               Low        0.097    82.4     758.5    93.0     2.28     0.293        0.613
00:05:17   DATA               Low        0.097    82.4     758.5    93.0     2.28     0.293        0.613
00:05:18   DATA               Low        0.097    82.4     758.5    93.0     2.28     0.293        0.613
00:05:19   DATA               Low        0.097    82.4     758.5    93.0     2.28     0.293        0.613
00:05:20   DATA               Low        0.033    82.8     721.1    71.4     2.03     0.154        0.600
00:05:21   DATA               Low        0.030    80.4     717.8    61.2     2.03     0.139        0.638
00:05:22   DATA               Low        0.077    77.7     716.6    58.1     1.48     0.155        0.683
00:05:23   LEVEL Low>Medium   Medium     0.277    77.0     737.7    26.5     0.21     0.151        0.697
00:05:23   DATA               Medium     0.277    77.0     737.7    26.5     0.21     0.151        0.697
00:05:24   DATA               Medium     0.321    78.2     754.4    58.5     0.58     0.147        0.692
00:05:25   DATA               Medium     0.462    81.0     766.4    41.3     0.62     0.131        0.689
00:05:26   LEVEL Medium>High  High       0.528    82.6     780.0    49.5     0.35     0.143        0.682
00:05:26   DATA               High       0.528    82.6     780.0    49.5     0.35     0.143        0.682
00:05:27   DATA               High       0.525    81.1     784.3    58.6     0.44     0.255        0.668
00:05:28   LEVEL High>Medium  Medium     0.325    76.2     797.6    83.3     0.35     0.114        0.655
00:05:28   DATA               Medium     0.325    76.2     797.6    83.3     0.35     0.114        0.655
00:05:29   LEVEL Medium>Low   Low        0.139    71.8     805.7    101.0    3.59     0.124        0.645
00:05:29   DATA               Low        0.139    71.8     805.7    101.0    3.59     0.124        0.645
00:05:30   DATA               Low        0.044    71.7     811.4    97.5     0.14     0.224        0.647
00:05:31   DATA               Low        0.000    72.2     799.4    102.8    0.22     0.228        0.660
00:05:32   DATA               Low        0.000    73.6     781.4    108.5    1.05     0.233        0.673
00:05:33   DATA               Low        0.000    76.4     800.1    95.0     1.53     0.208        0.670
00:05:34   DATA               Low        0.000    78.8     795.9    104.5    0.65     0.210        0.665
00:05:35   DATA               Low        0.000    78.9     790.9    93.9     7.55     0.115        0.657
00:05:36   DATA               Low        0.000    77.1     785.1    83.3     6.23     0.348        0.646
00:05:37   DATA               Low        0.000    74.7     794.3    76.9     6.26     0.229        0.647
00:05:38   DATA               Low        0.000    73.4     795.7    72.6     8.11     0.314        0.668
00:05:39   DATA               Low        0.061    72.9     786.4    55.6     7.16     0.231        0.686
00:05:40   DATA               Low        0.128    73.0     800.6    54.6     4.27     0.227        0.699
00:05:41   DATA               Low        0.146    73.6     818.1    63.2     1.05     0.222        0.714
00:05:42   DATA               Low        0.146    74.6     813.5    75.4     0.06     0.224        0.726
00:05:43   DATA               Low        0.146    75.1     804.8    74.3     0.74     0.249        0.728
00:05:44   DATA               Low        0.085    74.5     780.6    75.8     0.59     0.233        0.722
00:05:45   DATA               Low        0.018    73.2     766.3    72.7     0.34     0.237        0.708
00:05:46   DATA               Low        0.000    73.0     790.5    87.7     0.33     0.141        0.674
00:05:47   DATA               Low        0.000    75.1     797.6    86.8     0.19     0.125        0.630
00:05:48   BOSS ROOM ENTER                                                                         
00:05:48   BOSS DATA          Low        0.000    75.1     797.6    86.8     0.19     0.125        0.630
00:05:49   BOSS DATA          Low        0.000    75.1     797.6    86.8     0.19     0.125        0.630
00:05:50   BOSS DATA          Low        0.000    75.1     797.6    86.8     0.19     0.125        0.630
00:05:51   BOSS DATA          Low        0.000    75.1     797.6    86.8     0.19     0.125        0.630
00:05:52   BOSS DATA          Low        0.000    75.1     797.6    86.8     0.19     0.125        0.630
00:05:53   BOSS DATA          Low        0.019    72.9     819.5    63.2     1.17     0.244        0.627
00:05:54   BOSS DATA          Low        0.069    75.2     812.6    57.5     1.65     0.308        0.671
00:05:55   BOSS DATA          Low        0.164    76.6     807.3    49.4     0.72     0.310        0.713
00:05:56   LEVEL Low>Medium   Medium     0.279    76.6     800.3    45.9     9.73     0.114        0.755
00:05:56   BOSS DATA          Medium     0.279    76.6     800.3    45.9     9.73     0.114        0.755
00:05:57   BOSS DATA          Medium     0.479    75.5     799.5    22.8     2.34     0.114        0.797
00:05:58   BOSS DATA          Medium     0.479    75.5     799.5    22.8     2.34     0.114        0.797
00:05:59   LEVEL Medium>High  High       0.661    74.4     795.8    22.8     2.21     0.229        0.827
00:05:59   BOSS DATA          High       0.661    74.4     795.8    22.8     2.21     0.229        0.827
00:06:00   BOSS DATA          High       0.884    72.8     806.8    35.2     1.55     0.225        0.851
00:06:01   BOSS DATA          High       0.884    72.8     806.8    35.2     1.55     0.225        0.851
00:06:02   BOSS DATA          High       0.924    72.6     806.4    38.7     0.46     0.226        0.856
00:06:03   BOSS ROOM EXIT                                                                          
00:06:03   DATA               High       0.842    73.5     812.0    45.4     0.44     0.308        0.856
00:06:04   DATA               High       0.721    75.0     812.1    52.3     1.20     0.112        0.852
00:06:05   DATA               High       0.616    75.9     809.8    50.6     0.54     0.112        0.847
00:06:06   DATA               High       0.522    75.5     814.1    52.1     0.36     0.335        0.844
00:06:07   LEVEL High>Medium  Medium     0.454    74.2     803.1    50.9     0.66     0.311        0.843
00:06:07   DATA               Medium     0.454    74.2     803.1    50.9     0.66     0.311        0.843
00:06:08   DATA               Medium     0.421    73.1     801.5    51.2     0.80     0.416        0.847
00:06:09   DATA               Medium     0.424    72.6     806.8    51.8     0.21     0.113        0.854
00:06:10   DATA               Medium     0.449    73.1     799.4    46.2     0.51     0.209        0.861
00:06:12   LEVEL Medium>High  High       0.537    74.0     799.3    36.3     0.43     0.313        0.865
00:06:12   DATA               High       0.537    74.0     799.3    36.3     0.43     0.313        0.865
00:06:13   DATA               High       0.626    75.0     791.2    34.8     0.27     0.230        0.870
00:06:14   DATA               High       0.605    76.1     785.8    55.0     0.73     0.212        0.870
00:06:15   DATA               High       0.703    77.3     784.1    44.8     0.20     0.106        0.866
00:06:16   DATA               High       0.662    76.7     783.7    43.6     0.26     0.232        0.863
00:06:17   DATA               High       0.594    75.7     776.9    47.0     0.23     0.215        0.856
00:06:18   DATA               High       0.566    75.3     777.9    59.9     0.20     0.214        0.850
00:06:19   LEVEL High>Medium  Medium     0.395    76.0     779.3    72.0     0.20     0.350        0.845
00:06:19   DATA               Medium     0.395    76.0     779.3    72.0     0.20     0.350        0.845
00:06:20   DATA               Medium     0.273    77.2     794.9    83.0     0.34     0.343        0.830
00:06:21   LEVEL Medium>Low   Low        0.146    78.1     792.9    86.7     0.14     0.210        0.816
00:06:21   DATA               Low        0.146    78.1     792.9    86.7     0.14     0.210        0.816
00:06:22   DATA               Low        0.037    77.6     790.3    87.0     1.67     0.211        0.803
00:06:23   DATA               Low        0.000    75.6     783.7    83.9     1.15     0.255        0.792
00:06:24   DATA               Low        0.000    73.7     786.0    76.5     0.07     0.231        0.784
00:06:25   DATA               Low        0.000    73.2     785.7    73.5     1.45     0.232        0.783
00:06:26   DATA               Low        0.013    74.2     796.5    64.2     0.90     0.228        0.787
00:06:27   DATA               Low        0.081    75.9     799.3    54.3     1.05     0.313        0.791
00:06:28   DATA               Low        0.193    77.0     797.8    46.6     1.33     0.209        0.789
00:06:29   LEVEL Low>Medium   Medium     0.337    77.4     793.5    40.6     0.42     0.115        0.792
00:06:29   DATA               Medium     0.337    77.4     793.5    40.6     0.42     0.115        0.792
00:06:30   DATA               Medium     0.496    77.1     803.9    38.0     2.07     0.113        0.799
00:06:31   LEVEL Medium>High  High       0.635    76.0     791.0    39.3     2.06     0.115        0.801
00:06:31   DATA               High       0.635    76.0     791.0    39.3     2.06     0.115        0.801
00:06:32   DATA               High       0.617    74.0     810.7    57.6     3.38     0.103        0.804
00:06:33   DATA               High       0.506    72.0     808.6    70.6     3.20     0.112        0.807
00:06:34   LEVEL High>Medium  Medium     0.361    71.1     814.8    70.0     0.51     0.223        0.805
00:06:34   DATA               Medium     0.361    71.1     814.8    70.0     0.51     0.223        0.805
00:06:35   LEVEL Medium>Low   Low        0.202    71.5     810.4    70.8     1.75     0.206        0.801
00:06:35   DATA               Low        0.202    71.5     810.4    70.8     1.75     0.206        0.801
00:06:36   DATA               Low        0.050    73.1     802.6    81.8     1.16     0.113        0.793
00:06:37   DATA               Low        0.000    75.1     803.1    75.4     2.80     0.113        0.783
00:06:38   DATA               Low        0.000    76.7     786.4    82.6     2.00     0.106        0.774
00:06:39   DATA               Low        0.000    77.3     778.4    83.1     12.09    0.107        0.768
00:06:40   DATA               Low        0.000    77.4     768.9    69.5     4.96     0.217        0.770
00:06:41   DATA               Low        0.032    77.4     771.6    60.8     0.69     0.216        0.774
00:06:42   DATA               Low        0.064    78.0     784.1    60.6     1.69     0.213        0.778
00:06:43   DATA               Low        0.108    78.6     799.3    58.6     0.33     0.209        0.767
00:06:44   DATA               Low        0.175    78.0     814.9    54.5     1.19     0.112        0.747
00:06:45   DATA               Low        0.195    75.9     825.4    63.0     2.74     0.110        0.729
00:06:46   DATA               Low        0.184    71.7     833.2    62.7     2.52     0.109        0.711
00:06:47   DATA               Low        0.151    68.1     837.5    69.1     1.45     0.119        0.695
00:06:48   DATA               Low        0.107    66.7     839.3    81.3     1.73     0.325        0.700
00:06:49   DATA               Low        0.040    66.9     839.0    82.0     1.42     0.325        0.704
00:06:50   DATA               Low        0.021    68.7     821.8    81.3     1.22     0.332        0.694
00:06:51   DATA               Low        0.000    72.5     809.6    84.4     1.04     0.337        0.681
