==============================================
  Session: Session 01
  Started: 2026-05-07 14:43:53
==============================================

Time       Event              Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
00:06:52   DATA               Low        0.000    72.5     809.6    84.4     1.04     0.337        0.681
00:06:53   DATA               Low        0.000    76.1     796.2    88.4     2.77     0.228        0.681
00:06:54   DATA               Low        0.000    78.8     781.4    77.8     0.89     0.107        0.685
00:06:55   DATA               Low        0.000    79.7     786.2    75.2     1.44     0.106        0.693
00:06:56   DATA               Low        0.061    79.1     778.6    55.6     1.76     0.117        0.712
00:06:57   DATA               Low        0.134    77.7     784.7    53.3     1.95     0.106        0.745
00:06:58   DATA               Low        0.235    75.6     799.8    48.5     1.57     0.227        0.766
00:06:59   LEVEL Low>Medium   Medium     0.344    73.5     812.0    46.9     4.17     0.205        0.781
00:06:59   DATA               Medium     0.344    73.5     812.0    46.9     4.17     0.205        0.781
00:07:00   DATA               Medium     0.482    72.1     805.5    41.9     5.04     0.248        0.796
00:07:01   LEVEL Medium>High  High       0.614    71.4     808.9    31.8     1.79     0.247        0.814
00:07:01   DATA               High       0.614    71.4     808.9    31.8     1.79     0.247        0.814
00:07:02   DATA               High       0.668    71.4     797.2    43.8     3.65     0.228        0.818
00:07:03   DATA               High       0.755    72.3     792.0    32.9     0.80     0.126        0.820
00:07:04   DATA               High       0.757    74.2     781.9    46.5     0.73     0.128        0.814
00:07:05   DATA               High       0.724    76.5     775.9    47.9     1.25     0.143        0.790
00:07:06   DATA               High       0.608    78.5     765.3    52.6     0.69     0.145        0.750
00:07:07   DATA               High       0.554    79.0     760.1    53.4     4.29     0.293        0.720
00:07:08   LEVEL High>Medium  Medium     0.438    77.5     742.1    53.7     0.64     0.300        0.699
00:07:08   DATA               Medium     0.438    77.5     742.1    53.7     0.64     0.300        0.699
00:07:09   DATA               Medium     0.328    76.2     765.2    66.1     1.38     0.262        0.685
00:07:10   DATA               Medium     0.360    75.9     761.2    42.2     0.17     0.263        0.689
00:07:11   DATA               Medium     0.482    76.2     751.1    20.7     0.63     0.296        0.703
00:07:12   LEVEL Medium>High  High       0.566    77.0     765.4    38.4     0.25     0.262        0.709
00:07:12   DATA               High       0.566    77.0     765.4    38.4     0.25     0.262        0.709
00:07:13   DATA               High       0.648    77.2     769.0    39.0     0.45     0.260        0.711
00:07:14   DATA               High       0.784    77.3     754.6    41.8     0.62     0.332        0.724
00:07:15   DATA               High       0.782    78.1     752.8    42.7     0.65     0.332        0.742
00:07:16   DATA               High       0.690    79.3     745.5    47.2     0.99     0.103        0.763
00:07:17   DATA               High       0.652    81.0     755.1    45.2     1.48     0.110        0.782
00:07:18   DATA               High       0.591    82.5     763.4    49.8     1.65     0.109        0.792
00:07:19   DATA               High       0.531    82.7     772.7    52.7     1.33     0.108        0.781
00:07:20   DATA               High       0.511    80.9     774.1    46.1     2.28     0.108        0.766
00:07:21   DATA               High       0.520    76.7     782.5    45.6     1.69     0.107        0.750
00:07:22   DATA               High       0.518    72.9     778.2    45.5     1.59     0.214        0.739
00:07:23   DATA               High       0.541    71.6     779.9    45.8     2.95     0.214        0.737
00:07:24   DATA               High       0.502    72.3     791.8    59.5     2.68     0.105        0.747
00:07:25   LEVEL High>Medium  Medium     0.413    74.5     798.8    62.0     2.29     0.104        0.756
00:07:25   DATA               Medium     0.413    74.5     798.8    62.0     2.29     0.104        0.756
00:07:26   DATA               Medium     0.321    78.2     796.8    62.1     1.88     0.228        0.761
00:07:27   LEVEL Medium>Low   Low        0.245    79.7     798.5    59.2     0.96     0.114        0.764
00:07:27   DATA               Low        0.245    79.7     798.5    59.2     0.96     0.114        0.764
00:07:28   DATA               Low        0.165    79.0     805.4    60.1     0.78     0.113        0.759
00:07:29   DATA               Low        0.179    76.0     812.8    57.0     1.55     0.205        0.745
00:07:30   DATA               Low        0.182    72.0     812.5    61.5     1.70     0.224        0.734
00:07:31   BOSS ROOM ENTER                                                                         
00:07:31   BOSS DATA          Low        0.220    69.7     819.6    55.4     5.13     0.222        0.730
00:07:32   BOSS DATA          Low        0.229    68.7     824.0    57.5     1.61     0.304        0.743
00:07:33   LEVEL Low>Medium   Medium     0.323    69.3     829.8    43.3     0.85     0.219        0.756
00:07:33   BOSS DATA          Medium     0.323    69.3     829.8    43.3     0.85     0.219        0.756
00:07:34   BOSS DATA          Medium     0.408    71.0     821.2    41.7     0.67     0.222        0.767
00:07:35   LEVEL Medium>High  High       0.514    73.3     805.1    42.5     0.98     0.207        0.776
00:07:35   BOSS DATA          High       0.514    73.3     805.1    42.5     0.98     0.207        0.776
00:07:36   BOSS DATA          High       0.552    75.1     804.3    48.8     0.88     0.207        0.785
00:07:37   BOSS DATA          High       0.635    76.5     790.5    42.5     1.22     0.230        0.791
00:07:38   BOSS DATA          High       0.671    77.3     787.9    36.9     0.34     0.231        0.805
00:07:39   BOSS DATA          High       0.696    77.3     780.3    37.2     0.20     0.233        0.825
00:07:40   BOSS DATA          High       0.742    76.4     795.8    34.3     0.32     0.210        0.843
00:07:41   BOSS DATA          High       0.789    75.1     803.0    40.3     0.19     0.227        0.852
00:07:42   BOSS DATA          High       0.794    74.0     809.6    41.6     0.30     0.225        0.853
00:07:43   BOSS DATA          High       0.767    73.1     803.7    41.8     0.56     0.226        0.843
00:07:44   BOSS DATA          High       0.713    72.5     797.5    46.7     1.86     0.342        0.828
----------------------------------------------------------------------------------------------------
Session ended: 2026-05-07 14:51:45
Total entries logged: 342
