==============================================
  Session: Session 01
  Started: 2026-05-11 09:23:47
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        82.8     720.9    62.5     1.60     0.255        0.687
00:02:01   DATA               Normal      Low        0.000    84.2     712.2    77.9     1.17     0.216        0.726
00:02:02   DATA               Normal      Low        0.000    80.6     728.8    86.6     0.34     0.229        0.733
00:02:03   DATA               Normal      Low        0.000    81.6     737.9    76.0     0.63     0.104        0.737
00:02:04   DATA               Normal      Low        0.000    81.6     737.9    76.0     0.63     0.104        0.737
00:02:05   DATA               Normal      Low        0.000    83.1     744.0    70.7     0.67     0.112        0.743
00:02:06   DATA               Normal      Low        0.146    83.0     742.2    48.6     0.92     0.123        0.744
00:02:07   LEVEL Low>Medium   Normal      Medium     0.264    81.3     753.0    51.3     0.92     0.221        0.735
00:02:07   DATA               Normal      Medium     0.264    81.3     753.0    51.3     0.92     0.221        0.735
00:02:08   DATA               Normal      Medium     0.293    79.2     769.6    59.7     0.60     0.217        0.735
00:02:09   DATA               Normal      Medium     0.312    77.3     774.3    60.7     0.76     0.215        0.734
00:02:10   DATA               Normal      Medium     0.355    75.1     772.3    58.4     0.56     0.236        0.737
00:02:11   DATA               Normal      Medium     0.334    73.6     785.7    50.6     0.24     0.212        0.747
00:02:12   DATA               Normal      Medium     0.359    73.6     785.9    48.9     0.87     0.212        0.762
00:02:13   DATA               Normal      Medium     0.474    75.0     801.4    48.9     0.44     0.125        0.769
00:02:14   DATA               Normal      Medium     0.455    77.1     788.3    66.9     0.86     0.346        0.767
00:02:15   DATA               Normal      Medium     0.412    78.6     799.7    67.2     0.60     0.104        0.755
00:02:16   DATA               Normal      Medium     0.287    78.0     781.7    71.2     0.37     0.233        0.741
00:02:17   LEVEL Medium>Low   Normal      Low        0.143    76.0     770.3    73.4     0.72     0.217        0.738
00:02:17   DATA               Normal      Low        0.143    76.0     770.3    73.4     0.72     0.217        0.738
00:02:18   DATA               Normal      Low        0.000    74.2     777.5    69.2     0.58     0.214        0.737
00:02:19   DATA               Normal      Low        0.000    74.0     772.9    70.1     1.23     0.216        0.737
00:02:20   DATA               Normal      Low        0.000    75.7     759.2    83.4     3.14     0.240        0.740
00:02:21   DATA               Normal      Low        0.000    78.3     764.5    75.4     1.83     0.357        0.735
00:02:23   DATA               Normal      Low        0.000    80.2     732.5    73.4     1.50     0.248        0.732
00:02:24   DATA               Normal      Low        0.000    81.8     721.0    79.2     1.58     0.278        0.731
00:02:25   DATA               Normal      Low        0.000    82.3     706.1    67.2     0.04     0.283        0.735
00:02:26   DATA               Normal      Low        0.000    81.8     719.6    79.9     0.33     0.253        0.740
00:02:27   DATA               Normal      Low        0.000    81.7     695.5    88.3     0.73     0.160        0.735
00:02:28   DATA               Normal      Low        0.000    82.3     700.2    83.3     0.70     0.286        0.705
00:02:29   DATA               Normal      Low        0.000    83.2     716.5    82.1     1.60     0.419        0.669
00:02:30   DATA               Normal      Low        0.002    84.5     0.0      0.0      0.00     0.000        0.620
00:02:31   DATA               Normal      Low        0.002    84.5     0.0      0.0      0.00     0.000        0.620
