==============================================
  Session: Session 01
  Started: 2026-05-12 13:14:08
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        109.0    550.2    48.8     1.73     0.182        0.746
00:02:01   DATA               Normal      Low        0.001    108.5    566.4    48.8     0.28     0.331        0.831
00:02:02   DATA               Normal      Low        0.137    106.9    560.6    43.5     0.26     0.315        0.827
00:02:03   DATA               Normal      Low        0.091    104.9    563.2    51.4     0.25     0.314        0.823
00:02:04   DATA               Normal      Low        0.118    103.8    562.2    44.9     0.03     0.334        0.820
00:02:05   DATA               Normal      Low        0.156    103.9    559.8    42.8     0.74     0.335        0.821
00:02:06   LEVEL Low>Medium   Normal      Medium     0.297    105.1    564.8    35.1     0.23     0.273        0.801
00:02:06   DATA               Normal      Medium     0.297    105.1    564.8    35.1     0.23     0.273        0.801
00:02:07   DATA               Normal      Medium     0.381    107.4    573.4    35.4     1.18     0.374        0.784
00:02:08   DATA               Normal      Medium     0.432    108.7    582.3    43.9     0.84     0.368        0.755
00:02:09   DATA               Normal      Medium     0.392    107.6    581.5    48.9     0.93     0.123        0.726
00:02:10   DATA               Normal      Medium     0.330    102.8    583.1    49.8     0.88     0.132        0.695
00:02:11   LEVEL Medium>Low   Normal      Low        0.189    97.6     586.6    55.0     0.51     0.122        0.686
00:02:11   DATA               Normal      Low        0.189    97.6     586.6    55.0     0.51     0.122        0.686
00:02:12   DATA               Normal      Low        0.051    96.5     592.0    57.1     0.28     0.130        0.680
00:02:13   DATA               Normal      Low        0.028    97.6     603.3    46.0     0.64     0.255        0.693
00:02:14   DATA               Normal      Low        0.077    99.5     600.9    44.1     0.54     0.238        0.711
00:02:15   DATA               Normal      Low        0.113    100.4    587.1    45.2     0.08     0.213        0.740
00:02:16   LEVEL Low>Medium   Normal      Medium     0.286    101.0    590.4    32.1     0.18     0.226        0.767
00:02:16   DATA               Normal      Medium     0.286    101.0    590.4    32.1     0.18     0.226        0.767
00:02:17   DATA               Normal      Medium     0.378    101.5    582.9    39.9     0.20     0.322        0.794
00:02:18   DATA               Normal      Medium     0.380    102.8    581.6    45.8     1.46     0.323        0.815
00:02:19   DATA               Normal      Medium     0.340    104.4    590.3    48.0     0.32     0.318        0.828
00:02:20   DATA               Normal      Medium     0.388    104.9    587.3    40.6     0.72     0.320        0.833
00:02:21   DATA               Normal      Medium     0.306    103.9    581.7    40.0     0.59     0.215        0.835
00:02:22   DATA               Normal      Medium     0.280    102.0    586.3    42.4     0.58     0.228        0.837
00:02:23   DATA               Normal      Medium     0.291    100.7    579.9    44.8     0.18     0.216        0.838
00:02:24   DATA               Normal      Medium     0.352    100.4    588.9    42.1     0.33     0.212        0.840
00:02:25   DATA               Normal      Medium     0.387    101.1    589.3    37.2     0.15     0.318        0.847
00:02:26   DATA               Normal      Medium     0.421    101.6    589.1    36.6     0.23     0.212        0.855
00:02:27   LEVEL Medium>High  Normal      High       0.513    102.0    590.3    33.5     0.26     0.212        0.859
00:02:27   DATA               Normal      High       0.513    102.0    590.3    33.5     0.26     0.212        0.859
