==============================================
  Session: Session 01
  Started: 2026-05-12 13:55:32
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        106.6    559.0    43.2     1.03     0.240        0.805
00:02:01   DATA               Normal      Low        0.000    105.6    568.6    52.3     3.05     0.414        0.814
00:02:02   DATA               Normal      Low        0.000    102.2    568.9    45.1     1.21     0.440        0.808
00:02:03   DATA               Normal      Low        0.000    99.9     583.1    44.7     1.38     0.215        0.816
00:02:04   DATA               Normal      Low        0.000    100.5    578.4    45.0     2.02     0.216        0.819
00:02:05   DATA               Normal      Low        0.028    101.9    573.9    41.2     2.36     0.233        0.822
00:02:06   DATA               Normal      Low        0.028    101.9    573.9    41.2     2.36     0.233        0.822
00:02:07   DATA               Normal      Low        0.197    103.6    570.2    31.1     1.64     0.000        0.823
00:02:08   LEVEL Low>Medium   Normal      Medium     0.355    105.1    565.0    31.9     1.50     0.208        0.817
00:02:08   DATA               Normal      Medium     0.355    105.1    565.0    31.9     1.50     0.208        0.817
00:02:09   DATA               Normal      Medium     0.431    106.7    566.7    37.7     2.49     0.208        0.810
00:02:10   LEVEL Medium>High  Normal      High       0.583    110.0    555.6    32.3     1.54     0.225        0.806
00:02:10   DATA               Normal      High       0.583    110.0    555.6    32.3     1.54     0.225        0.806
00:02:12   DATA               Normal      High       0.555    110.4    549.9    48.1     0.99     0.114        0.798
00:02:13   LEVEL High>Medium  Normal      Medium     0.386    107.6    558.9    51.3     0.66     0.224        0.790
00:02:13   DATA               Normal      Medium     0.386    107.6    558.9    51.3     0.66     0.224        0.790
00:02:14   LEVEL Medium>Low   Normal      Low        0.228    105.4    556.4    51.2     0.21     0.225        0.784
00:02:14   DATA               Normal      Low        0.228    105.4    556.4    51.2     0.21     0.225        0.784
00:02:15   DATA               Normal      Low        0.000    104.7    572.7    55.7     0.10     0.218        0.787
00:02:16   DATA               Normal      Low        0.000    104.4    573.9    57.5     0.41     0.233        0.796
00:02:17   DATA               Normal      Low        0.000    104.4    573.9    57.5     0.41     0.233        0.796
00:02:18   DATA               Normal      Low        0.000    104.0    575.6    52.3     2.36     0.102        0.806
00:02:19   DATA               Normal      Low        0.000    104.1    575.3    47.7     0.52     0.109        0.815
00:02:20   DATA               Normal      Low        0.050    105.1    579.6    41.4     0.40     0.115        0.832
00:02:21   DATA               Normal      Low        0.050    105.1    579.6    41.4     0.40     0.115        0.832
00:02:22   LEVEL Low>Medium   Normal      Medium     0.387    102.7    568.9    31.1     0.18     0.220        0.841
00:02:22   DATA               Normal      Medium     0.387    102.7    568.9    31.1     0.18     0.220        0.841
00:02:23   LEVEL Medium>High  Normal      High       0.576    102.5    562.3    29.7     0.62     0.105        0.842
00:02:23   DATA               Normal      High       0.576    102.5    562.3    29.7     0.62     0.105        0.842
00:02:24   DATA               Normal      High       0.751    103.9    554.1    27.2     1.24     0.113        0.835
00:02:25   DATA               Normal      High       0.917    107.5    548.5    29.5     2.24     0.107        0.817
00:02:26   DATA               Normal      High       0.885    110.3    539.3    33.4     1.03     0.103        0.797
