==============================================
  Session: Session 32
  Started: 2026-05-04 10:38:39
==============================================

Time       Event              Arousal    Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
00:02:31   DATA               Low        0.135    84.5     730.7    48.0     13.08    0.171        0.797
00:02:32   DATA               Low        0.187    81.5     732.5    48.6     10.38    0.171        0.796
00:02:33   DATA               Low        0.230    80.2     733.2    48.4     8.84     0.171        0.800
00:02:34   LEVEL Low>Medium   Medium     0.283    79.1     731.6    48.7     7.26     0.171        0.807
00:02:34   DATA               Medium     0.283    79.1     731.6    48.7     7.26     0.171        0.807
00:02:35   DATA               Medium     0.356    78.8     734.9    46.2     6.67     0.170        0.815
00:02:36   DATA               Medium     0.393    79.7     738.7    46.6     5.98     0.174        0.816
00:02:37   DATA               Medium     0.451    80.4     741.9    46.4     6.14     0.202        0.812
00:02:38   DATA               Medium     0.500    79.8     747.9    46.4     6.28     0.172        0.807
00:02:39   LEVEL Medium>High  High       0.547    79.2     751.1    46.9     6.23     0.171        0.808
00:02:39   DATA               High       0.547    79.2     751.1    46.9     6.23     0.171        0.808
00:02:40   DATA               High       0.538    79.0     758.9    46.6     6.41     0.104        0.816
00:02:41   DATA               High       0.531    79.0     761.9    46.8     6.45     0.168        0.829
00:02:42   DATA               High       0.539    79.1     763.2    46.0     6.21     0.173        0.837
00:02:43   DATA               High       0.519    79.0     763.1    47.2     5.98     0.276        0.841
00:02:44   DATA               High       0.602    79.0     760.2    43.6     5.75     0.277        0.842
00:02:45   DATA               High       0.695    79.1     756.3    33.2     5.04     0.279        0.842
00:02:46   DATA               High       0.795    79.3     752.9    36.2     4.56     0.273        0.843
00:02:47   DATA               High       0.873    79.5     756.1    33.3     4.34     0.271        0.845
00:02:48   DATA               High       0.982    79.4     757.0    33.8     4.15     0.271        0.849
00:02:49   DATA               High       1.000    78.9     760.2    35.2     4.00     0.104        0.850
00:02:50   DATA               High       1.000    78.5     758.1    36.5     3.96     0.104        0.848
00:02:51   DATA               High       1.000    78.0     767.4    35.9     3.92     0.103        0.846
00:02:52   DATA               High       1.000    77.8     771.3    36.1     3.95     0.102        0.845
00:02:53   DATA               High       1.000    77.4     775.5    34.9     3.93     0.105        0.846
00:02:54   DATA               High       1.000    77.0     774.4    36.1     4.22     0.102        0.846
00:02:55   DATA               High       1.000    77.0     775.6    40.4     4.45     0.105        0.847
00:02:56   DATA               High       1.000    77.2     773.6    42.0     4.95     0.102        0.847
00:02:57   DATA               High       1.000    77.6     772.8    39.2     5.37     0.102        0.846
00:02:58   DATA               High       1.000    77.9     771.7    40.1     5.87     0.102        0.845
00:02:59   DATA               High       1.000    77.9     770.5    40.2     6.94     0.103        0.845
00:03:00   DATA               High       1.000    77.9     770.7    42.1     7.41     0.102        0.844
00:03:01   DATA               High       1.000    77.9     768.8    40.2     7.75     0.103        0.846
00:03:02   DATA               High       0.999    77.6     770.3    43.0     7.57     0.103        0.848
00:03:03   DATA               High       0.999    77.5     771.9    41.2     7.25     0.102        0.849
00:03:04   DATA               High       0.999    77.6     769.9    41.7     5.78     0.103        0.849
00:03:05   DATA               High       0.966    78.0     769.5    44.2     5.21     0.103        0.850
00:03:06   DATA               High       0.926    78.6     770.0    44.5     4.39     0.103        0.851
00:03:07   DATA               High       0.927    78.7     767.3    42.9     3.23     0.309        0.852
00:03:08   DATA               High       0.893    78.8     761.8    44.2     2.74     0.104        0.854
00:03:09   DATA               High       0.872    79.2     758.8    43.8     2.13     0.304        0.854
00:03:10   DATA               High       0.905    79.7     756.2    40.0     1.73     0.305        0.853
00:03:11   DATA               High       0.939    79.7     750.3    43.2     1.07     0.308        0.851
00:03:12   DATA               High       0.939    79.6     751.8    39.5     0.84     0.307        0.851
00:03:13   DATA               High       0.972    79.7     753.4    41.7     0.66     0.306        0.852
00:03:14   DATA               High       0.994    80.2     756.1    42.3     0.46     0.313        0.854
00:03:15   DATA               High       0.994    80.5     760.6    41.5     0.46     0.337        0.854
00:03:16   DATA               High       0.980    80.1     761.1    43.7     0.48     0.337        0.848
00:03:17   DATA               High       0.937    79.8     758.9    44.6     0.66     0.243        0.842
00:03:18   DATA               High       0.898    80.1     757.9    44.5     0.86     0.243        0.837
00:03:19   DATA               High       0.854    80.5     757.5    44.7     1.47     0.102        0.836
00:03:20   DATA               High       0.796    80.4     756.9    45.2     1.93     0.237        0.836
00:03:21   DATA               High       0.731    79.8     750.3    46.3     2.63     0.211        0.841
00:03:22   DATA               High       0.770    79.8     750.8    43.1     3.07     0.205        0.841
00:03:23   DATA               High       0.809    80.3     751.9    41.7     3.52     0.205        0.835
00:03:24   DATA               High       0.853    80.5     750.6    42.0     4.06     0.210        0.829
00:03:25   DATA               High       0.911    80.4     748.6    42.6     4.29     0.206        0.826
00:03:26   DATA               High       0.913    80.6     746.9    46.2     4.56     0.206        0.826
00:03:27   DATA               High       0.891    81.4     751.0    43.9     4.61     0.205        0.827
00:03:28   DATA               High       0.773    81.4     755.2    47.6     4.50     0.204        0.826
00:03:29   DATA               High       0.674    81.0     758.5    46.8     4.38     0.000        0.816
00:03:30   DATA               High       0.550    80.4     759.1    47.8     4.45     0.208        0.803
00:03:31   LEVEL High>Medium  Medium     0.473    81.3     759.1    49.2     4.27     0.237        0.790
00:03:31   DATA               Medium     0.473    81.3     759.1    49.2     4.27     0.237        0.790
00:03:32   DATA               Medium     0.436    81.6     761.3    45.4     4.38     0.208        0.784
00:03:33   LEVEL Medium>High  High       0.503    80.5     759.6    44.9     4.70     0.135        0.783
00:03:33   DATA               High       0.503    80.5     759.6    44.9     4.70     0.135        0.783
00:03:34   DATA               High       0.542    78.4     757.9    45.3     4.95     0.135        0.789
00:03:36   DATA               High       0.603    80.0     758.0    45.4     5.37     0.139        0.787
00:03:37   DATA               High       0.706    81.0     757.8    45.2     5.63     0.139        0.776
00:03:38   DATA               High       0.576    79.7     770.9    50.5     6.47     0.137        0.763
00:03:39   LEVEL High>Medium  Medium     0.449    77.4     779.5    50.0     6.96     0.135        0.751
00:03:39   DATA               Medium     0.449    77.4     779.5    50.0     6.96     0.135        0.751
00:03:40   DATA               Medium     0.308    76.4     785.0    53.9     7.43     0.138        0.741
00:03:41   DATA               Medium     0.308    76.4     785.0    53.9     7.43     0.138        0.741
00:03:42   LEVEL Medium>Low   Low        0.029    80.3     792.4    52.9     7.98     0.102        0.735
00:03:42   DATA               Low        0.029    80.3     792.4    52.9     7.98     0.102        0.735
00:03:43   DATA               Low        0.029    80.3     792.4    52.9     7.98     0.102        0.735
00:03:44   DATA               Low        0.021    78.2     790.8    55.4     8.70     0.103        0.733
00:03:45   DATA               Low        0.000    77.1     790.0    53.8     9.02     0.103        0.729
00:03:46   DATA               Low        0.000    80.1     788.1    53.8     9.65     0.103        0.727
00:03:47   DATA               Low        0.000    80.5     783.0    51.3     10.89    0.101        0.727
00:03:48   DATA               Low        0.000    79.1     782.9    55.1     11.56    0.104        0.724
00:03:49   DATA               Low        0.000    78.4     782.2    54.3     12.21    0.104        0.727
00:03:50   DATA               Low        0.000    80.0     780.6    55.4     12.99    0.101        0.731
00:03:51   DATA               Low        0.000    79.8     786.1    59.9     13.11    0.103        0.734
00:03:52   DATA               Low        0.000    77.7     790.9    53.7     12.82    0.103        0.736
00:03:53   DATA               Low        0.000    76.5     794.2    54.7     12.57    0.102        0.737
00:03:54   DATA               Low        0.000    74.6     793.7    54.6     11.63    0.105        0.733
00:03:55   DATA               Low        0.000    73.5     796.6    54.7     10.86    0.102        0.728
00:03:56   DATA               Low        0.000    75.8     800.5    52.2     9.69     0.139        0.728
00:03:57   DATA               Low        0.000    76.6     792.6    52.3     8.76     0.171        0.730
00:03:58   DATA               Low        0.000    77.1     781.4    51.9     8.03     0.168        0.732
00:03:59   DATA               Low        0.000    78.4     784.6    54.4     7.37     0.168        0.734
00:04:00   DATA               Low        0.000    77.7     782.7    53.4     6.56     0.173        0.731
00:04:01   DATA               Low        0.000    77.1     786.4    53.0     6.31     0.172        0.720
00:04:02   DATA               Low        0.000    76.6     790.9    54.7     6.34     0.068        0.710
00:04:03   DATA               Low        0.000    74.2     799.9    56.0     6.56     0.069        0.701
00:04:04   DATA               Low        0.000    73.5     804.7    57.3     7.03     0.069        0.693
00:04:05   DATA               Low        0.000    75.8     806.0    61.6     7.71     0.067        0.689
00:04:06   DATA               Low        0.000    77.1     809.1    53.0     8.45     0.000        0.696
00:04:07   DATA               Low        0.000    74.5     805.7    52.8     8.99     0.103        0.703
00:04:08   DATA               Low        0.000    73.5     802.8    52.9     8.99     0.104        0.712
00:04:09   DATA               Low        0.000    74.9     799.7    53.2     9.71     0.104        0.718
00:04:10   DATA               Low        0.000    76.6     792.4    51.8     9.65     0.102        0.718
00:04:11   DATA               Low        0.000    77.0     789.6    54.1     9.93     0.106        0.712
00:04:12   DATA               Low        0.000    75.7     787.6    54.2     10.49    0.103        0.712
00:04:13   DATA               Low        0.000    75.6     791.8    57.6     10.97    0.102        0.714
00:04:14   DATA               Low        0.000    76.4     789.0    55.5     10.89    0.106        0.725
00:04:15   DATA               Low        0.000    75.8     795.7    59.7     11.68    0.105        0.734
00:04:16   DATA               Low        0.000    73.8     795.4    60.2     11.77    0.000        0.736
00:04:17   DATA               Low        0.000    73.3     795.0    58.7     11.49    0.136        0.726
00:04:18   DATA               Low        0.000    75.5     789.7    60.8     10.37    0.137        0.723
00:04:19   DATA               Low        0.000    77.3     785.4    60.8     9.40     0.138        0.714
00:04:20   DATA               Low        0.000    77.0     780.0    62.0     7.26     0.101        0.713
00:04:21   DATA               Low        0.000    72.9     779.5    59.7     5.98     0.169        0.719
00:04:22   DATA               Low        0.000    75.4     779.0    59.4     4.16     0.174        0.726
00:04:23   DATA               Low        0.000    78.0     776.0    60.2     3.47     0.174        0.718
00:04:24   DATA               Low        0.000    78.0     776.0    60.2     3.47     0.174        0.718
00:04:25   DATA               Low        0.000    76.5     783.0    60.3     2.46     0.138        0.724
00:04:26   DATA               Low        0.000    77.0     794.8    65.3     2.49     0.140        0.726
00:04:27   DATA               Low        0.000    77.5     796.9    63.6     2.82     0.136        0.739
00:04:28   DATA               Low        0.000    77.2     795.0    63.2     3.05     0.136        0.755
00:04:29   DATA               Low        0.000    76.0     789.8    63.3     3.44     0.106        0.763
00:04:30   DATA               Low        0.000    75.8     786.0    60.9     3.54     0.138        0.771
00:04:31   DATA               Low        0.000    76.8     780.1    60.6     3.37     0.139        0.782
00:04:32   DATA               Low        0.000    77.3     775.5    60.6     3.16     0.139        0.782
00:04:33   DATA               Low        0.000    77.4     774.0    60.2     2.60     0.136        0.781
00:04:34   DATA               Low        0.000    77.5     773.8    60.0     2.31     0.136        0.780
00:04:35   DATA               Low        0.000    77.8     775.2    60.2     2.03     0.136        0.783
00:04:36   DATA               Low        0.000    77.6     775.6    61.1     1.70     0.139        0.782
00:04:37   DATA               Low        0.000    76.7     775.7    64.8     1.47     0.136        0.787
00:04:38   DATA               Low        0.000    75.6     778.7    59.0     1.40     0.135        0.792
00:04:39   DATA               Low        0.000    75.6     778.7    59.0     1.40     0.135        0.792
00:04:40   DATA               Low        0.000    75.6     778.7    59.0     1.40     0.135        0.792
00:04:41   DATA               Low        0.000    77.9     780.3    57.2     1.34     0.142        0.791
00:04:42   DATA               Low        0.000    76.7     770.7    54.7     1.70     0.140        0.793
00:04:43   DATA               Low        0.000    76.8     772.3    55.1     2.17     0.144        0.791
00:04:44   DATA               Low        0.000    77.2     772.3    53.9     2.70     0.144        0.791
00:04:45   DATA               Low        0.000    77.1     773.7    53.1     3.25     0.108        0.792
00:04:46   DATA               Low        0.013    76.8     778.5    50.3     4.65     0.107        0.793
00:04:47   DATA               Low        0.013    76.7     780.9    51.2     5.21     0.107        0.795
00:04:48   DATA               Low        0.013    76.9     785.5    52.0     5.81     0.109        0.798
00:04:49   DATA               Low        0.013    76.8     784.0    54.3     4.96     0.106        0.796
00:04:50   DATA               Low        0.013    76.3     787.4    53.3     4.17     0.106        0.797
00:04:51   DATA               Low        0.000    75.9     787.2    52.7     3.16     0.109        0.801
00:04:52   DATA               Low        0.000    76.1     783.5    52.5     2.53     0.109        0.805
00:04:53   DATA               Low        0.000    76.7     785.5    52.2     1.92     0.212        0.809
00:04:54   DATA               Low        0.158    76.9     785.1    44.6     1.53     0.248        0.817
00:04:55   LEVEL Low>Medium   Medium     0.358    77.4     776.7    42.2     1.02     0.251        0.821
00:04:55   DATA               Medium     0.358    77.4     776.7    42.2     1.02     0.251        0.821
00:04:56   DATA               Medium     0.472    77.6     777.4    46.3     0.83     0.250        0.818
00:04:57   LEVEL Medium>High  High       0.573    77.5     779.2    46.8     0.67     0.250        0.816
00:04:57   DATA               High       0.573    77.5     779.2    46.8     0.67     0.250        0.816
00:04:58   DATA               High       0.650    77.4     781.3    47.8     0.50     0.256        0.816
00:04:59   DATA               High       0.575    77.0     785.8    47.5     0.55     0.248        0.817
00:05:00   LEVEL High>Medium  Medium     0.467    76.5     788.3    47.2     0.61     0.254        0.820
00:05:00   DATA               Medium     0.467    76.5     788.3    47.2     0.61     0.254        0.820
00:05:01   DATA               Medium     0.467    76.5     788.3    47.2     0.61     0.254        0.820
00:05:02   DATA               Medium     0.439    76.5     788.2    47.4     0.76     0.254        0.825
00:05:03   DATA               Medium     0.350    77.0     784.9    50.3     1.14     0.000        0.822
00:05:04   DATA               Medium     0.273    77.2     780.6    51.3     1.66     0.293        0.818
00:05:05   LEVEL Medium>Low   Low        0.190    77.4     773.8    51.9     2.48     0.287        0.814
00:05:05   DATA               Low        0.190    77.4     773.8    51.9     2.48     0.287        0.814
00:05:06   DATA               Low        0.161    77.9     772.8    48.3     2.86     0.108        0.812
00:05:07   DATA               Low        0.248    78.5     773.1    44.0     3.47     0.108        0.813
00:05:08   LEVEL Low>Medium   Medium     0.385    78.5     769.1    44.9     3.88     0.108        0.818
00:05:08   DATA               Medium     0.385    78.5     769.1    44.9     3.88     0.108        0.818
00:05:09   DATA               Medium     0.409    78.0     773.7    49.8     4.85     0.108        0.823
00:05:10   LEVEL Medium>High  High       0.609    78.0     773.6    42.6     5.07     0.105        0.827
00:05:10   DATA               High       0.609    78.0     773.6    42.6     5.07     0.105        0.827
00:05:11   DATA               High       0.746    78.0     770.1    42.6     5.30     0.103        0.830
00:05:12   DATA               High       0.756    77.6     770.1    43.6     6.15     0.103        0.834
00:05:13   DATA               High       0.807    77.6     770.8    42.4     6.42     0.102        0.836
00:05:14   DATA               High       0.964    77.9     764.6    43.7     7.20     0.103        0.836
00:05:15   DATA               High       0.956    78.4     757.8    43.2     7.55     0.104        0.833
00:05:16   DATA               High       0.956    78.4     757.8    42.6     8.30     0.000        0.831
00:05:17   DATA               High       0.959    78.3     755.2    43.5     8.94     0.105        0.831
00:05:18   DATA               High       0.864    78.8     752.9    46.7     9.36     0.102        0.829
00:05:19   DATA               High       0.786    79.7     751.1    46.7     9.62     0.102        0.828
00:05:20   DATA               High       0.689    80.1     748.5    47.0     9.79     0.103        0.830
00:05:21   DATA               High       0.609    79.3     746.5    46.0     9.67     0.103        0.830
00:05:22   LEVEL High>Medium  Medium     0.480    79.3     742.3    48.6     9.20     0.101        0.827
00:05:22   DATA               Medium     0.480    79.3     742.3    48.6     9.20     0.101        0.827
00:05:23   DATA               Medium     0.495    80.6     744.2    46.0     8.60     0.103        0.829
00:05:24   LEVEL Medium>High  High       0.564    82.2     743.6    44.0     8.07     0.104        0.834
00:05:24   DATA               High       0.564    82.2     743.6    44.0     8.07     0.104        0.834
00:05:25   DATA               High       0.668    82.3     739.4    42.3     7.39     0.101        0.837
00:05:26   DATA               High       0.748    81.8     737.4    40.7     6.74     0.104        0.842
00:05:28   DATA               High       0.892    82.3     733.1    40.1     6.07     0.102        0.848
00:05:29   DATA               High       0.972    83.1     729.7    41.1     5.42     0.103        0.850
00:05:30   DATA               High       1.000    83.3     724.9    41.3     5.15     0.104        0.850
00:05:31   DATA               High       1.000    83.2     724.2    41.4     4.34     0.104        0.853
00:05:32   DATA               High       1.000    83.1     718.2    38.4     3.61     0.105        0.857
00:05:33   DATA               High       1.000    83.6     719.3    38.0     3.45     0.102        0.859
00:05:34   DATA               High       1.000    84.2     717.5    36.4     2.96     0.105        0.863
00:05:35   DATA               High       1.000    84.6     716.8    39.5     2.90     0.102        0.863
00:05:36   DATA               High       1.000    84.8     716.2    39.8     2.84     0.102        0.861
00:05:37   DATA               High       1.000    84.8     715.0    41.0     3.01     0.105        0.855
00:05:38   DATA               High       1.000    84.7     717.0    39.9     3.60     0.102        0.850
00:05:39   DATA               High       1.000    84.7     717.9    41.3     4.31     0.102        0.845
00:05:40   DATA               High       1.000    84.9     716.1    42.7     6.31     0.105        0.843
00:05:41   DATA               High       1.000    85.0     715.5    41.9     8.98     0.102        0.845
00:05:42   DATA               High       1.000    84.4     716.0    41.9     10.72    0.102        0.848
00:05:43   DATA               High       1.000    83.7     715.7    42.3     13.96    0.102        0.851
00:05:44   DATA               High       1.000    83.5     719.3    41.7     15.13    0.102        0.855
00:05:45   DATA               High       1.000    83.9     724.2    41.9     14.85    0.104        0.855
00:05:46   DATA               High       1.000    84.1     727.4    40.2     14.69    0.101        0.850
00:05:47   DATA               High       1.000    83.6     732.2    42.6     13.11    0.102        0.843
00:05:48   DATA               High       1.000    83.2     734.4    41.5     12.32    0.102        0.836
00:05:49   DATA               High       1.000    83.9     738.3    41.7     11.05    0.104        0.830
00:05:50   DATA               High       1.000    84.2     740.5    41.7     10.29    0.104        0.825
00:05:51   DATA               High       1.000    83.3     745.5    41.6     9.50     0.101        0.823
00:05:52   DATA               High       0.989    82.2     747.7    43.3     8.49     0.103        0.821
00:05:53   DATA               High       0.974    81.5     747.7    43.5     8.06     0.000        0.815
00:05:54   DATA               High       0.918    82.7     749.5    45.1     7.54     0.103        0.809
00:05:55   DATA               High       0.882    81.6     751.2    44.4     7.50     0.000        0.804
00:05:56   DATA               High       0.751    80.5     750.4    48.1     7.54     0.103        0.799
00:05:57   DATA               High       0.712    79.6     752.2    44.9     7.62     0.102        0.796
00:05:58   DATA               High       0.690    78.1     752.6    44.4     7.75     0.102        0.796
00:05:59   DATA               High       0.610    79.7     747.9    48.3     7.92     0.103        0.793
00:06:00   DATA               High       0.520    80.1     744.7    47.9     7.88     0.101        0.790
00:06:01   LEVEL High>Medium  Medium     0.451    79.8     749.2    51.5     7.51     0.103        0.786
00:06:01   DATA               Medium     0.451    79.8     749.2    51.5     7.51     0.103        0.786
00:06:02   DATA               Medium     0.330    77.9     753.0    49.6     7.44     0.000        0.781
00:06:03   LEVEL Medium>Low   Low        0.214    78.7     756.4    49.0     6.78     0.102        0.779
00:06:03   DATA               Low        0.214    78.7     756.4    49.0     6.78     0.102        0.779
00:06:04   DATA               Low        0.183    80.4     757.9    49.5     6.35     0.102        0.781
00:06:05   DATA               Low        0.109    81.0     757.0    53.4     5.58     0.104        0.784
00:06:06   DATA               Low        0.109    80.4     754.6    54.9     5.20     0.136        0.786
00:06:07   DATA               Low        0.079    79.5     753.6    53.9     4.73     0.136        0.786
00:06:08   DATA               Low        0.033    80.2     749.3    53.1     4.12     0.137        0.786
00:06:09   DATA               Low        0.000    80.5     750.3    52.4     3.88     0.103        0.785
00:06:10   DATA               Low        0.000    79.8     750.9    52.5     3.68     0.000        0.786
00:06:11   DATA               Low        0.000    79.3     752.3    52.3     3.53     0.136        0.790
00:06:12   DATA               Low        0.000    80.7     752.5    52.7     3.24     0.136        0.795
00:06:13   DATA               Low        0.000    81.4     752.7    51.8     3.14     0.140        0.801
00:06:14   DATA               Low        0.078    81.1     753.7    47.7     3.16     0.136        0.805
00:06:15   DATA               Low        0.107    80.1     749.9    49.6     3.04     0.137        0.808
00:06:16   DATA               Low        0.121    80.2     748.1    50.3     2.94     0.137        0.812
00:06:17   DATA               Low        0.121    80.2     748.1    50.3     2.94     0.137        0.812
00:06:18   DATA               Low        0.121    80.8     746.2    52.9     2.69     0.138        0.815
00:06:19   DATA               Low        0.121    80.7     743.3    52.9     2.54     0.138        0.817
00:06:20   DATA               Low        0.043    80.1     741.7    54.8     2.36     0.138        0.820
00:06:21   DATA               Low        0.014    79.9     740.3    54.5     2.09     0.101        0.823
00:06:22   DATA               Low        0.000    80.4     741.9    53.5     1.82     0.104        0.827
00:06:23   DATA               Low        0.000    80.4     740.5    55.7     1.67     0.277        0.832
00:06:24   DATA               Low        0.000    79.9     739.7    55.5     1.53     0.271        0.834
00:06:25   DATA               Low        0.000    79.8     739.4    57.0     1.44     0.278        0.835
00:06:26   DATA               Low        0.000    80.3     735.7    55.1     1.45     0.272        0.837
00:06:27   DATA               Low        0.000    80.5     737.1    54.9     1.39     0.305        0.838
00:06:28   DATA               Low        0.000    80.4     737.3    52.5     1.43     0.305        0.840
00:06:29   DATA               Low        0.007    80.2     738.0    50.5     1.54     0.305        0.844
00:06:30   DATA               Low        0.007    80.5     734.5    51.6     1.64     0.307        0.849
00:06:31   DATA               Low        0.027    80.7     733.8    50.0     1.56     0.307        0.851
00:06:32   DATA               Low        0.040    80.9     728.1    50.3     1.87     0.309        0.851
00:06:33   DATA               Low        0.101    80.8     721.2    48.4     1.44     0.305        0.854
00:06:34   DATA               Low        0.245    80.9     719.2    44.8     1.64     0.305        0.857
00:06:35   LEVEL Low>Medium   Medium     0.382    81.1     715.4    45.4     1.55     0.307        0.860
00:06:35   DATA               Medium     0.382    81.1     715.4    45.4     1.55     0.307        0.860
00:06:36   LEVEL Medium>High  High       0.509    81.0     714.2    45.1     1.48     0.308        0.863
00:06:36   DATA               High       0.509    81.0     714.2    45.1     1.48     0.308        0.863
00:06:37   DATA               High       0.645    80.5     710.6    44.9     1.51     0.309        0.864
00:06:38   DATA               High       0.726    80.4     709.6    45.2     1.50     0.310        0.862
00:06:39   DATA               High       0.685    81.0     705.3    46.4     1.58     0.338        0.860
00:06:40   DATA               High       0.687    89.3     701.9    45.3     1.67     0.313        0.860
00:06:41   DATA               High       0.665    90.4     701.4    45.9     1.73     0.340        0.860
00:06:42   DATA               High       0.621    90.7     700.6    46.7     1.75     0.314        0.859
00:06:43   DATA               High       0.559    89.7     698.2    47.6     2.06     0.341        0.858
00:06:44   DATA               High       0.648    88.7     699.1    42.0     1.82     0.341        0.853
00:06:45   DATA               High       0.709    89.0     698.3    42.2     2.12     0.205        0.847
00:06:46   DATA               High       0.785    90.0     691.8    41.5     2.08     0.103        0.843
00:06:47   DATA               High       0.868    88.9     686.7    43.4     1.85     0.102        0.844
00:06:48   DATA               High       0.988    88.2     686.3    39.8     1.96     0.102        0.842
00:06:49   DATA               High       0.988    88.8     685.4    42.3     1.91     0.104        0.842
00:06:50   DATA               High       0.988    89.8     687.7    42.8     2.51     0.102        0.837
00:06:51   DATA               High       0.888    89.7     691.2    46.9     2.61     0.101        0.827
00:06:52   DATA               High       0.750    89.0     693.7    48.8     2.85     0.103        0.813
00:06:53   DATA               High       0.616    89.5     696.6    48.2     3.03     0.137        0.800
00:06:54   LEVEL High>Medium  Medium     0.416    90.5     697.7    52.7     3.37     0.137        0.788
00:06:54   DATA               Medium     0.416    90.5     697.7    52.7     3.37     0.137        0.788
00:06:55   LEVEL Medium>Low   Low        0.228    90.8     692.9    50.3     3.21     0.108        0.782
00:06:55   DATA               Low        0.228    90.8     692.9    50.3     3.21     0.108        0.782
00:06:56   DATA               Low        0.180    90.0     691.9    48.7     3.36     0.111        0.781
00:06:57   DATA               Low        0.161    89.5     690.2    49.6     3.67     0.145        0.777
00:06:58   DATA               Low        0.111    89.7     689.2    50.2     3.75     0.112        0.772
00:06:59   DATA               Low        0.143    89.4     690.6    49.5     3.86     0.111        0.761
00:07:00   DATA               Low        0.131    88.5     694.8    55.0     3.98     0.114        0.750
00:07:01   DATA               Low        0.079    88.5     699.2    54.0     4.41     0.110        0.739
00:07:02   DATA               Low        0.047    88.6     704.6    53.8     4.51     0.112        0.735
00:07:03   DATA               Low        0.032    87.2     712.4    54.3     4.55     0.114        0.729
00:07:04   DATA               Low        0.000    86.3     716.7    54.2     4.65     0.000        0.723
00:07:05   DATA               Low        0.000    86.9     720.0    56.1     4.54     0.116        0.705
00:07:06   DATA               Low        0.000    86.8     733.5    54.3     4.76     0.111        0.690
00:07:07   DATA               Low        0.000    84.9     741.6    60.0     4.74     0.112        0.678
00:07:08   DATA               Low        0.000    84.3     746.2    59.8     4.85     0.112        0.682
00:07:09   DATA               Low        0.000    73.5     749.1    55.0     5.15     0.111        0.690
00:07:10   DATA               Low        0.000    73.6     750.9    55.5     5.50     0.111        0.701
00:07:11   DATA               Low        0.000    73.3     752.3    55.6     5.83     0.228        0.703
