==============================================
  Session: Session 05
  Started: 2026-04-06 14:36:28
==============================================

Time       Event              Arousal    Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI   
----------------------------------------------------------------------------------------------------
00:00:00   BASELINE START    
00:01:59   BASELINE END       –          –        63.2     879.2    99.9     0.14     0.284        0.582 
00:02:00   DATA               Low        0.001    66.2     889.6    105.0    0.03     0.141        0.582 
00:02:01   DATA               Low        0.081    67.9     893.3    94.6     1.99     0.160        0.580 
00:02:02   DATA               Low        0.140    68.1     891.3    96.3     1.32     0.140        0.646 
00:02:03   LEVEL Low→Medium   Medium     0.195    68.0     904.3    83.9     1.18     0.246        0.668 
00:02:03   DATA               Medium     0.195    68.0     904.3    83.9     1.18     0.246        0.668 
00:02:04   DATA               Medium     0.223    66.3     902.3    89.1     0.63     0.139        0.696 
00:02:05   DATA               Medium     0.243    64.1     934.8    85.6     0.44     0.238        0.642 
00:02:06   DATA               Medium     0.205    62.9     905.4    85.0     0.92     0.246        0.652 
00:02:08   DATA               Medium     0.209    63.1     916.5    97.9     1.40     0.243        0.609 
00:02:09   DATA               Medium     0.178    64.2     913.6    72.8     0.38     0.243        0.580 
00:02:10   DATA               Medium     0.186    65.5     863.0    76.1     0.53     0.258        0.547 
00:02:11   DATA               Medium     0.220    67.5     840.6    90.7     0.90     0.238        0.566 
00:02:12   DATA               Medium     0.277    70.6     821.0    94.0     2.33     0.271        0.554 
00:02:13   DATA               Medium     0.315    75.6     819.8    90.9     2.37     0.244        0.601 
00:02:14   DATA               Medium     0.388    77.8     809.9    88.0     1.65     0.309        0.644 
00:02:15   DATA               Medium     0.393    78.2     797.7    74.0     0.18     0.314        0.694 
00:02:16   DATA               Medium     0.373    77.1     790.7    91.9     0.13     0.211        0.718 
00:02:17   DATA               Medium     0.298    75.5     821.3    93.0     0.11     0.244        0.623 
00:02:18   DATA               Medium     0.253    74.2     820.3    93.7     0.78     0.136        0.574 
00:02:19   DATA               Medium     0.175    73.7     834.8    85.2     0.06     0.150        0.587 
00:02:20   DATA               Medium     0.169    73.8     881.4    82.7     0.69     0.162        0.543 
00:02:21   DATA               Medium     0.154    74.2     0.0      0.0      0.00     0.000        0.465 
00:02:22   LEVEL Medium→Low   Low        0.150    74.6     0.0      0.0      0.00     0.000        0.396 
00:02:22   DATA               Low        0.150    74.6     0.0      0.0      0.00     0.000        0.396 
00:02:23   LEVEL Low→Medium   Medium     0.242    117.3    0.0      0.0      0.00     0.000        0.345 
00:02:23   DATA               Medium     0.242    117.3    0.0      0.0      0.00     0.000        0.345 
00:02:24   DATA               Medium     0.242    117.3    0.0      0.0      0.00     0.000        0.345 
00:02:25   DATA               Medium     0.242    117.3    0.0      0.0      0.00     0.000        0.345 
00:02:26   DATA               Medium     0.242    117.3    0.0      0.0      0.00     0.000        0.345 
00:02:27   DATA               Medium     0.242    117.3    0.0      0.0      0.00     0.000        0.345 
00:02:28   DATA               Medium     0.242    117.3    0.0      0.0      0.00     0.000        0.345 
00:02:29   DATA               Medium     0.242    117.3    0.0      0.0      0.00     0.000        0.345 
00:02:30   DATA               Medium     0.242    117.3    0.0      0.0      0.00     0.000        0.345 
