==============================================
  Session: Session 01
  Started: 2026-05-11 14:13:51
==============================================

Time       Event              Context     Load       Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI
----------------------------------------------------------------------------------------------------------------
00:00:00   BASELINE START     Normal                                                                           
00:01:59   BASELINE END       Normal      –          –        67.3     878.1    74.5     1.01     0.234        0.737
00:02:01   DATA               Normal      Medium     0.252    71.4     862.6    63.6     1.14     0.211        0.795
00:02:02   LEVEL Medium>Low   Normal      Low        0.126    70.0     877.8    83.1     0.66     0.207        0.780
00:02:02   DATA               Normal      Low        0.126    70.0     877.8    83.1     0.66     0.207        0.780
00:02:03   DATA               Normal      Low        0.155    68.0     865.2    65.2     0.87     0.145        0.764
00:02:04   DATA               Normal      Low        0.118    66.6     877.8    74.2     0.25     0.142        0.748
00:02:05   DATA               Normal      Low        0.095    65.8     874.3    88.3     2.42     0.143        0.732
00:02:06   DATA               Normal      Low        0.044    65.3     868.5    77.8     0.07     0.288        0.714
00:02:07   DATA               Normal      Low        0.044    65.5     865.5    88.8     3.65     0.144        0.714
00:02:08   DATA               Normal      Low        0.001    66.4     851.5    93.2     4.14     0.147        0.712
00:02:09   DATA               Normal      Low        0.018    68.4     842.3    70.6     2.06     0.148        0.711
00:02:10   DATA               Normal      Low        0.018    70.0     836.6    80.9     1.47     0.359        0.712
00:02:11   DATA               Normal      Low        0.018    71.4     845.2    77.6     2.57     0.108        0.729
00:02:12   DATA               Normal      Low        0.042    72.3     842.8    69.3     4.31     0.000        0.751
00:02:13   DATA               Normal      Low        0.061    72.5     838.8    70.3     3.39     0.108        0.779
00:02:14   DATA               Normal      Low        0.152    71.8     833.2    51.0     1.61     0.240        0.809
00:02:15   LEVEL Low>Medium   Normal      Medium     0.278    71.0     841.7    47.3     0.29     0.216        0.843
00:02:15   DATA               Normal      Medium     0.278    71.0     841.7    47.3     0.29     0.216        0.843
00:02:16   DATA               Normal      Medium     0.370    70.6     847.6    54.5     0.19     0.215        0.851
00:02:17   LEVEL Medium>High  Normal      High       0.506    70.7     824.3    40.0     0.09     0.243        0.837
00:02:17   DATA               Normal      High       0.506    70.7     824.3    40.0     0.09     0.243        0.837
00:02:18   DATA               Normal      High       0.560    70.7     808.4    58.5     0.17     0.225        0.814
00:02:19   LEVEL High>Medium  Normal      Medium     0.451    70.7     817.8    77.9     0.37     0.136        0.785
00:02:19   DATA               Normal      Medium     0.451    70.7     817.8    77.9     0.37     0.136        0.785
00:02:20   DATA               Normal      Medium     0.392    71.5     785.0    60.1     0.43     0.283        0.742
00:02:21   DATA               Normal      Medium     0.309    73.5     810.0    72.5     0.26     0.309        0.696
00:02:23   LEVEL Medium>Low   Normal      Low        0.149    75.7     778.4    81.1     0.32     0.184        0.667
00:02:23   DATA               Normal      Low        0.149    75.7     778.4    81.1     0.32     0.184        0.667
00:02:24   DATA               Normal      Low        0.076    76.5     764.2    75.8     2.35     0.187        0.641
00:02:25   DATA               Normal      Low        0.084    74.4     769.6    72.7     1.51     0.371        0.611
00:02:26   DATA               Normal      Low        0.084    74.4     769.6    72.7     1.51     0.371        0.611
00:02:27   DATA               Normal      Low        0.084    74.4     769.6    72.7     1.51     0.371        0.611
