==============================================
  Session: Session 02
  Started: 2026-04-06 11:50:56
==============================================

Time       Event              Arousal    Score    HR       IBI      RMSSD    LF/HF    Breathing    SQI   
----------------------------------------------------------------------------------------------------
00:00:00   BASELINE START    
00:01:59   BASELINE END       –          –        76.5     789.5    45.7     2.88     0.103        0.810 
00:02:00   DATA               Low        0.101    76.6     781.1    48.2     2.06     0.135        0.816 
00:02:01   DATA               Low        0.079    77.0     786.0    50.0     1.36     0.103        0.836 
00:02:02   DATA               Low        0.076    77.6     786.3    49.6     1.01     0.103        0.829 
00:02:03   DATA               Low        0.072    78.1     781.4    50.5     0.78     0.371        0.827 
00:02:04   DATA               Low        0.079    78.0     780.4    48.8     0.66     0.371        0.832 
00:02:06   DATA               Low        0.069    77.9     777.3    51.1     0.62     0.278        0.834 
00:02:07   DATA               Low        0.088    77.9     773.2    48.0     0.66     0.000        0.836 
00:02:08   DATA               Low        0.096    78.3     768.9    47.2     0.75     0.274        0.845 
00:02:09   DATA               Low        0.095    78.5     766.5    47.8     0.80     0.275        0.852 
00:02:10   DATA               Low        0.094    81.3     714.7    62.3     1.91     0.181        0.573 
00:02:11   DATA               Low        0.094    81.3     714.7    62.3     1.91     0.181        0.573 
00:02:12   DATA               Low        0.091    81.1     707.0    66.8     1.38     0.133        0.574 
00:02:13   DATA               Low        0.092    81.0     697.3    67.0     1.03     0.139        0.563 
00:02:14   DATA               Low        0.109    81.0     671.8    68.6     1.13     0.140        0.528 
00:02:15   DATA               Low        0.111    81.1     668.9    64.8     1.14     0.140        0.506 
00:02:16   DATA               Low        0.112    81.3     664.5    65.0     1.01     0.146        0.508 
00:02:17   DATA               Low        0.112    81.6     0.0      0.0      0.00     0.000        0.435 
00:02:18   DATA               Low        0.112    82.1     0.0      0.0      0.00     0.000        0.419 
00:02:19   DATA               Low        0.112    82.4     0.0      0.0      0.00     0.000        0.423 
00:02:20   DATA               Low        0.112    82.6     0.0      0.0      0.00     0.000        0.348 
00:02:21   DATA               Low        0.112    83.0     0.0      0.0      0.00     0.000        0.354 
00:02:22   DATA               Low        0.112    83.2     0.0      0.0      0.00     0.000        0.357 
00:02:23   DATA               Low        0.112    82.6     0.0      0.0      0.00     0.000        0.354 
00:02:24   DATA               Low        0.112    81.5     0.0      0.0      0.00     0.000        0.341 
00:02:25   DATA               Low        0.112    80.9     0.0      0.0      0.00     0.000        0.368 
00:02:26   DATA               Low        0.112    81.0     0.0      0.0      0.00     0.000        0.375 
00:02:27   DATA               Low        0.112    101.4    0.0      0.0      0.00     0.000        0.351 
00:02:28   DATA               Low        0.112    54.8     0.0      0.0      0.00     0.000        0.374 
00:02:29   DATA               Low        0.112    55.1     0.0      0.0      0.00     0.000        0.381 
00:02:30   DATA               Low        0.112    55.2     0.0      0.0      0.00     0.000        0.377 
00:02:31   DATA               Low        0.112    56.2     0.0      0.0      0.00     0.000        0.372 
00:02:32   DATA               Low        0.112    58.5     0.0      0.0      0.00     0.000        0.409 
00:02:33   DATA               Low        0.112    57.7     0.0      0.0      0.00     0.000        0.379 
00:02:34   DATA               Low        0.112    56.6     0.0      0.0      0.00     0.000        0.420 
